Maand,Dag,Routine naam,Totaal duur,Oefeningen
12,30,Upper Body Routine,15:54,Dynamic Shoulder Stretch with a pole • Standing Lat Stretch with a pole • Table Top Rotations • Prone Chest Opener • Seated Arm Stretch • Windmills • Seated Neck & Chest Stretch • Wall Hang with a wall • Mid Back Release with a ball
Year 2 - Month 1,1,Whole Body Routine,17:45,Hamstring Sweep • Dynamic Side Lunge • Forward Fold with Chest Opener • Prone Quad Stretch with a strap • Dynamic Low Lunge to Lizard • Neck Stretch Sequence • Lower Twist
Year 2 - Month 1,2,Whole Body Routine,17:29,Side & Lat Stretch • Dynamic Lunge to Hamstring Stretch • Cat/Cow to Puppy Pose • Low Lunge Quad Stretch • Dynamic Bridge • Figure Four Twist
Year 2 - Month 1,3,Whole Body Routine,15:37,Dynamic Side Lunge • Dynamic Cobra Twist • Dynamic Toe Reach • Dynamic Downward Dog • Prone Quad Stretch with a strap • Neck Stretch Sequence • Roll Lats with a foam roller
Year 2 - Month 1,4,Whole Body Routine,17:03,Hamstring Sweep • Half Split • Dynamic Cactus • Dynamic Lizard Lunge • Low Lunge Quad Stretch • Sleeper Stretch with a block • Figure Four Twist
Year 2 - Month 1,5,Lower Body Routine,16:36,Dynamic Lunge to Hamstring Stretch • Dynamic Bridge • Half Split • Low Lunge Quad Stretch • Dynamic Lizard Lunge • Hamstring Hook with a strap
Year 2 - Month 1,6,Whole Body Routine,19:11,Side & Lat Stretch • Dynamic Lunge to Hamstring Stretch • Dynamic Low Lunge to Lizard • Hamstring Hook with a strap • Cat/Cow to Puppy Pose • Lower Twist
Year 2 - Month 1,7,Passive Routine,16:22,Prone Quad Stretch with a strap • Hamstring Hook with a strap • Lower Twist • Half Split • Butterfly to Reclined Butterfly
Year 2 - Month 1,8,Whole Body Routine,16:12,Forward Fold with Chest Opener • Dynamic Side Lunge • Dynamic Lizard Lunge • V-Sit • Sleeper Stretch with a block • Dynamic Cobra Twist • Prone Quad Stretch with a strap • Dynamic Cactus
Year 2 - Month 1,9,Whole Body Routine,15:42,Dynamic Bridge • Butterfly to Reclined Butterfly • Dynamic Downward Dog • Figure Four Twist • Dynamic Toe Reach • Neck Stretch Sequence
Year 2 - Month 1,10,Upper Body Routine,15:27,Side & Lat Stretch • Dynamic Downward Dog • Dynamic Cactus • Neck Stretch Sequence • Cat/Cow to Puppy Pose • Sleeper Stretch with a block • Roll Lats with a foam roller
Year 2 - Month 1,11,Whole Body Routine,16:25,Dynamic Low Lunge to Lizard • Half Split • Figure Four Twist • Dynamic Downward Dog • Dynamic Cactus • Roll Lats with a foam roller
Year 2 - Month 1,12,Whole Body Routine,16:30,Side & Lat Stretch • Forward Fold with Chest Opener • Hamstring Sweep • Cat/Cow to Puppy Pose • Hamstring Hook with a strap • Lower Twist
Year 2 - Month 1,13,Whole Body Routine,16:03,Dynamic Bridge • V-Sit • Butterfly to Reclined Butterfly • Dynamic Cobra Twist • Low Lunge Quad Stretch • Neck Stretch Sequence • Dynamic Low Lunge to Lizard
Year 2 - Month 1,14,Passive Routine,17:11,Figure Four Twist • V-Sit • Hamstring Hook with a strap • Lower Twist • Butterfly to Reclined Butterfly
Year 2 - Month 1,15,Lower Body Routine,16:44,Hamstring Sweep • Dynamic Side Lunge • Dynamic Toe Reach • Figure Four Twist • Prone Quad Stretch with a strap • Butterfly to Reclined Butterfly
Year 2 - Month 1,16,Whole Body Routine,17:45,Hamstring Sweep • Dynamic Side Lunge • Forward Fold with Chest Opener • Prone Quad Stretch with a strap • Dynamic Low Lunge to Lizard • Neck Stretch Sequence • Lower Twist
Year 2 - Month 1,17,Whole Body Routine,17:29,Side & Lat Stretch • Dynamic Lunge to Hamstring Stretch • Cat/Cow to Puppy Pose • Low Lunge Quad Stretch • Dynamic Bridge • Figure Four Twist
Year 2 - Month 1,18,Whole Body Routine,15:37,Dynamic Side Lunge • Dynamic Cobra Twist • Dynamic Toe Reach • Dynamic Downward Dog • Prone Quad Stretch with a strap • Neck Stretch Sequence • Roll Lats with a foam roller
Year 2 - Month 1,19,Whole Body Routine,17:03,Hamstring Sweep • Half Split • Dynamic Cactus • Dynamic Lizard Lunge • Low Lunge Quad Stretch • Sleeper Stretch with a block • Figure Four Twist
Year 2 - Month 1,20,Upper Body Routine,17:28,Hamstring Sweep • Forward Fold with Chest Opener • Dynamic Cobra Twist • Dynamic Downward Dog • Lower Twist • Cat/Cow to Puppy Pose • Neck Stretch Sequence • Roll Lats with a foam roller
Year 2 - Month 1,21,Passive Routine,16:22,Prone Quad Stretch with a strap • Hamstring Hook with a strap • Lower Twist • Half Split • Butterfly to Reclined Butterfly
Year 2 - Month 1,22,Whole Body Routine,19:11,Side & Lat Stretch • Dynamic Lunge to Hamstring Stretch • Dynamic Low Lunge to Lizard • Hamstring Hook with a strap • Cat/Cow to Puppy Pose • Lower Twist
Year 2 - Month 1,23,Whole Body Routine,16:12,Forward Fold with Chest Opener • Dynamic Side Lunge • Dynamic Lizard Lunge • V-Sit • Sleeper Stretch with a block • Dynamic Cobra Twist • Prone Quad Stretch with a strap • Dynamic Cactus
Year 2 - Month 1,24,Whole Body Routine,15:42,Dynamic Bridge • Butterfly to Reclined Butterfly • Dynamic Downward Dog • Figure Four Twist • Dynamic Toe Reach • Neck Stretch Sequence
Year 2 - Month 1,25,Lower Body Routine,17:47,Dynamic Low Lunge to Lizard • Dynamic Toe Reach • Low Lunge Quad Stretch • Half Split • Figure Four Twist • Butterfly to Reclined Butterfly
Year 2 - Month 1,26,Whole Body Routine,16:25,Dynamic Low Lunge to Lizard • Half Split • Figure Four Twist • Dynamic Downward Dog • Dynamic Cactus • Roll Lats with a foam roller
Year 2 - Month 1,27,Whole Body Routine,16:30,Side & Lat Stretch • Forward Fold with Chest Opener • Hamstring Sweep • Cat/Cow to Puppy Pose • Hamstring Hook with a strap • Lower Twist
Year 2 - Month 1,28,Passive Routine,17:11,Figure Four Twist • V-Sit • Hamstring Hook with a strap • Lower Twist • Butterfly to Reclined Butterfly
Year 2 - Month 1,29,Whole Body Routine,16:03,Dynamic Bridge • V-Sit • Butterfly to Reclined Butterfly • Dynamic Cobra Twist • Low Lunge Quad Stretch • Neck Stretch Sequence • Dynamic Low Lunge to Lizard
Year 2 - Month 1,30,Upper Body Routine,15:54,Side & Lat Stretch • Forward Fold with Chest Opener • Dynamic Cobra Twist • Cat/Cow to Puppy Pose • Lower Twist • Sleeper Stretch with a block • Roll Lats with a foam roller
